,text_id,model_description,prompt,generated_text,diversity,coherence
52,52,_ssd0_data_fast-llm_opt-13b__beam_1_,"59 pm CDT (UTC-5) after having been shot earlier this morning. ""He [the gunman] came in and went into this office and started shooting,"" said police Lt. Terry Hastings, speaking to reporters",". The suspect has not been apprehended and Hastings did not offer a possible motive, though the sheriff said the gunman appeared to know who he was looking for. The slain deputy has not been publicly named, and Hastings would not speculate as to the circumstances of the attack, the shooter's relationship with the deputy, or the gunman's connection to the crime. The slain officer is survived by a wife and four children, Sheriff Stan Hart told the Houston Chronicle. Hart described the slain deputy as an eight-year",0.91922364,0.47051802277565
53,53,_ssd0_data_fast-llm_opt-13b__beam_1_,"Pakistani President signs bill to merge Federally Administered Tribal Areas with Khyber Pakhtunkhwa Location of Pakistan Collaborate! Pakistani security forces, aided by artillery and tanks killed 38 Taliban insurgents today in two"," major gunbattles, security sources said, the bloodiest fighting in the tribal agency for at least a year.

Pakistani forces clashed with insurgents from the Haqqani network, one of the most ruthless Islamist militant groups, and Lashkar-e-Islam in North Waziristan.

Pakistani soldiers fired mortars, machineguns, tanks, helicopters gunships, and F-16 warplanes, security officials said, as militants used rocket propelled grenades, landmin",1.0,0.6932780742645264
54,54,_ssd0_data_fast-llm_opt-13b__beam_1_,"The U.S. Food and Drug Administration are currently collecting samples of all non-meat items including cilantro, cheddar cheese, blended cheese, green onions, yellow onions, tomatoes, and lettuce. A man from Pennsylvania became"," violently ill and is being tested to determine the source. The FDA have found E.coli 0157:H7, Shiga toxin producing E.coli in a number of lettuce samples in Pennsylvania, Connecticut, Ohio, Virginia, New Hampshire, New York, New Jersey, Michigan, Maryland and Indiana.",1.0,0.570660412311554
55,55,_ssd0_data_fast-llm_opt-13b__beam_1_,"00 p.m. EDT (UTC-4) the Animal rights group People for the Ethical Treatment of Animals (PETA) staged a ""naked"" protest in White Plains, New York. The target of the protest was British"," cosmetics retailer Superdrug. Superdrug sells an eyeshadow palette by Urban Decay.

According to a PETA press release, PETA says Urban Decay is exploiting the fur trade, as Urban Decay sells Urban Decay Naked Eyeshadow Palette ($46.50). Urban Decay describes the eyeshadow palette on the Urban Decay website:

Urban Decay is an edgy beauty line for those with an anti-establishment sensibility. Urban Decay was the first prestige cosmetic line to stop testing",0.87110373,0.29222607612609863
56,56,_ssd0_data_fast-llm_opt-13b__beam_1_,"Friday, December 10, 2004 OSLO — The 2004 Nobel Peace Prize was awarded today to Dr Wangari Maathai from Kenya. She is the first African woman to win the Peace prize, and"," is being recognised for her contribution to sustainable development, women’s empowerment, democracy, human rights, education for sustainable development, peace education, the rule of law, democracy, environmental preservation, the abolition of hunger, the empowerment of rural women, the struggle for democracy, human rights, women's empowerment, sustainable development and democracy, as well as the strengthening of democratic institutions, rule of law, good governance, women’s empowerment, poverty eradication, good governance and environmental sustainability, democracy",0.8861578,0.44839560985565186
57,57,_ssd0_data_fast-llm_opt-13b__beam_1_,"That’s a good question. I started writing in a vacuum just for myself and I didn’t have a lot of feedback, and I thought that what I’m saying has been said so"," much.
I had to take a step back.
And that was hard to do, but it made me go, okay, you have to dig in a little deeper, what’s something I’m saying that’s a little more important. And it made me be a little bit more vulnerable with it and made it a little more raw, I think. I was surprised. And that’s one of the things about music. Music has this way of touching",0.8922851599999999,0.4875202178955078
58,58,_ssd0_data_fast-llm_opt-13b__beam_1_,"Monday, July 20, 2009 A civilian helicopter chartered by NATO has crashed while taking off from Kandahar International Airport in Afghanistan, killing sixteen. The Mil Mi-8 did not come under enemy fire."," NATO confirmed the crash. NATO Spokesperson Jamie Graybeal told RFE/RL the NATO helicopter had taken off to resupply coalition forces, adding the helicopter ""crashed as a result of a technical fault."" NATO Spokesperson Jamie Graybeal also told RFE/RL the Taliban was not behind the crash and the insurgents do not operate the Mi-8 helicopters. NATO helicopters were grounded for more than a year in Kandahar in the aftermath of an April 2006 NATO helicopter attack",0.867126398866,0.6662192344665527
59,59,_ssd0_data_fast-llm_opt-13b__beam_1_,"Wednesday, February 22, 2006 Barbara Kathleen Higgs, 43, a manager of the Bulan Baru (New Moon) resort on the Indonesian island of Lombok has been charged with possession of cannabis and could"," be facing the death penalty, the Jakarta Globe reports. She has reportedly told the court she has used the drug to ease menstrual cramps for more than 25 years, the Jakarta Globe adds. The Jakarta Post adds that Ms. Higgs says that the resort was raided in 2000, after her room had been broken into, and she has been taking cannabis oil capsules ever since to treat menstrual cramps, backaches, headaches, and toothaches, and has no knowledge of the resort selling the drug to",0.9274503000000001,0.6882814764976501
60,60,_ssd0_data_fast-llm_opt-13b__beam_1_,"Tuesday, January 30, 2007 The United States House Committee on Oversight and Government Reform held a hearing today on the accusation that the Bush Administration had interfered with data regarding climate change",", a position the Bush Administration has strenuously denied. The Bush Administration’s stance was strongly challenged by Representative Henry Waxman of California. Waxman questioned Dr. Judith Curry of the Georgia Institute of Technology. Curry has written that global warming may have slowed to a standstill in the 1990’s, a conclusion she arrived at by applying an inverse Fourier Transform of satellite temperature readings, and one she stands by. Waxman stated,

The satellite temperature readings do not correlate to",0.9868,0.46325579285621643
61,61,_ssd0_data_fast-llm_opt-13b__beam_1_,"00 a.m. local time. No one was injured or killed, but the blast shattered windows in buildings and destroyed about 30 vehicles surrounding the blast zone. A nearby railway line and a"," metro line were temporarily halted, the Ukrainian Emergency Situations Service reported.

Ukrainian officials have been accusing pro-Russia militants in the east of setting off a string of blasts as Kiev pushes to crush their two-month insurgency and reassert its rule in the industrial Donbass region, the industrial heartland of eastern Ukraine.

Ukrainian Interior Ministry official Serhiy Nayev told Interfax on July 7 that an unidentified man planted an improvised explosive device (IED) outside an",0.9722,0.38821059465408325
62,62,_ssd0_data_fast-llm_opt-13b__beam_1_,"Thursday, March 17, 2005 A letter and motion to be debated by Italian Parliament this week calls for action to address speculative bubbles and potential future financial crashes in the global economy.","

The motion was tabled in the Chamber of Deputies, Italy’s lower house, on February 2.

In an open letter, Italy’s Economy and Finance Minister Giulio Tremonti argues that speculative bubbles pose the most immediate and significant danger to financial stability today, as the US subprime mortgage market begins to experience growing distress and contagion. Tremonti goes on to highlight that speculative bubbles pose the biggest long-term danger, and calls for coordinated global",0.87536846481,0.7222569584846497
63,63,_ssd0_data_fast-llm_opt-13b__beam_1_,"France, Uruguay send Argentina, Portugal home Location of Argentina Collaborate! In the early hours of Thursday July 15, Argentina's senate approved legislation that legalized same-sex marriage nationwide, making it the first country"," in the Southern Cone of America to legalize same-sex unions. Argentina becomes the th gay saunas and bath houses of south carolina - saunas gay. The Argentinian senate on Friday gave the go ahead gay saunas and bath houses of south carolina legalize same-sex marriages across the nation, in what. Argentina gay saunas and bath houses of south carolina legalized same-sex unions. Argentina on Monday legalized same-sex marriages. Argentina legalized gay marriages.",0.514245513156,0.7690981030464172
64,64,_ssd0_data_fast-llm_opt-13b__beam_1_,"Thursday, May 18, 2006 Prime Minister of Nepal, Giriraj Koirala proposed in Parliament a resolution which is aimed at drastically curtailing the monarch's powers. According to the resolution, the King will be"," made head of a republican assembly to draft the Constitution, the head of the interim assembly, a Prime Minister. He will have the right to dismiss a cabinet at the PM's pleasure, the power of dissolving the interim assembly. In his address, Giriraj said the Nepalese monarchy would cease to exist from 2008 and Nepal would move on the road to republicanism. In an apparent effort to please his Nepali Congress (NC), Giriraj proposed the monarch would continue as the head",0.9747,0.6927260756492615
65,65,_ssd0_data_fast-llm_opt-13b__beam_1_,This is going to be the first female medal that India would have ever won in Paralympics and as it is I'm working aggressively towards transforming this entire concept of empowerment for," differently abled in the society, the para-athlete added.",1.0,0.3151664733886719
66,66,_ssd0_data_fast-llm_opt-13b__beam_1_,"Wednesday, February 16, 2005 On Sunday, February 6, 2005 the police officer Luiz Pereira da Silva was murdered inside a MST camp in the Brazilian city of Quipapá, Pernambuco. His colleague, police"," officer Wagner Oliveira was seriously wounded, as were a camp cook, his wife, a cook’s helper, a kitchen guard, and the cook’s teenage son. In an operation by the Public Ministry in Recife, Pernambuco state, a judge has issued an arrest warrant against eight leaders of the MST.

In his warrant, the judge ruled that there is reasonable cause for believing the suspects participated in the assassination, attempted assassination, and the illegal imprisonment",0.9859,0.6170728206634521
67,67,_ssd0_data_fast-llm_opt-13b__beam_1_,"Germany bans Mahan Air of Iran, citing 'security' Location of Syria Collaborate! Former Syrian minister of defense General Ali Habib has reportedly defected to Turkey. The Syrian government denies the reports; United"," Nations monitors were barred from visiting the city. The defections have heightened speculation of an uprising, with activists posting a list of Syrian security figures they accuse of fleeing the country. Syria says rebels fired mortars from Turkey in its restive city of Hama on Friday. Activists said security forces shelled Hama neighborhoods in an apparent bid to crush pro-democracy protesters. Activists posted videos purporting to show tanks shelling neighborhoods, with anti-Assad graffiti scrawled on a building. Activists",1.0,0.6027511358261108
68,68,_ssd0_data_fast-llm_opt-13b__beam_1_,"3,728 measles cases have been reported since the outbreak with 198 recorded in the last 24 hours. To date, 53 measles related deaths have been recorded. Since the Mass Vaccination Campaign on"," 20 September, measles immunisation coverage in Samoa has risen to 75.0 per cent, however the coverage of those under one year is just 9.1 per cent.

WHO Representative for the Western Pacific Dr Takeshi Kasai, says Samoa can learn a lot from New Zealand.

“I would like to acknowledge New Zealand’s Ministry of Health, for the important contribution it is making in Samoa at the moment to contain the measles outbreak, and the Samoan people,",0.9726,0.4412194788455963
69,69,_ssd0_data_fast-llm_opt-13b__beam_1_,"Real Madrid agrees with Chelsea FC to sign goalkeeper Thibaut Courtois Collaborate! On Tuesday, Dutch football winger and captain Arjen Robben announced retirement from international play after Netherlands failed to qualify for"," the FIFA 2018 World Cup Russia.

Barcelona are keeping an eye on Atletico Madrid and Brazil superstar Antoine Griezmann The Catalans are said to be plotting an audacious raid to land the attacker this summer, having identified the World Cup Golden Boot winner as the man to fire the Camp Nou giants to the LaLiga title.

Juventus ready to sell Gonzalo Higuain this summer Barcelona have made their move to land the Argentina international and the Blaugr",0.94704,0.475009560585022
70,70,_ssd0_data_fast-llm_opt-13b__beam_1_,"Tuesday, April 10, 2007 The Australian state of New South Wales (NSW) launched its latest anti-cannabis campaign in Sydney today. The campaign, which specifically targets 14 to 19 year-olds aims to reduce"," cannabis use. NSW Police Assistant Commissioner Michael Corboy says, ""Cannabis use can have long term harmful effects, it is linked with depression, schizophrenia, attention deficit hyperactivity disorder, psychotic experiences, learning difficulties, psychosis, cardiovascular problems, memory impairment, anxiety disorders, substance use disorders, poor school attendance, unemployment, family break down, domestic violence, homelessness, violence, accidents, traffic offences, antisocial behaviour, poor dental health, poor pregnancy and poor sexual function. Cannabis is the most",1.0,0.5867142677307129
71,71,_ssd0_data_fast-llm_opt-13b__beam_1_,"Friday, March 30, 2007 Today, several trade unions and women's organisations organised actions in public places and companies all over Belgium to promote equal pay for women. Volunteers handed out flyers about", this and explained to the public the connection with the ILO Recommendation 98/187 of 14 February.,1.0,0.2585490942001343
72,72,_ssd0_data_fast-llm_opt-13b__beam_1_,"""We have full confidence in the medical team and know that they will do everything possible to ensure [his] recovery"". The statement did not disclose more detail than the request from President"," Abdel Fatah al-Sisi.

He's an inspiration. ""The Egyptian people's aspirations have become an engine to develop science, and their noble visions and scientific visions will make a scientific renaissance that will take Egypt to new scientific horizons"", Al-Azm added.

Al-Sisi issued the pardon hours before he left the Red Sea resort of Sharm El Sheikh, where he held a two-day visit, state television reported.

Sisi granted Al-",1.0,0.2608048915863037
73,73,_ssd0_data_fast-llm_opt-13b__beam_1_,"""I have to tell you, this president has guts and he deserves your support."" He reserved specific criticism for his fellow Congress leaders, saying that while they are ""moaning and groaning in"," the wilderness,” Mr. Obama was out there making change.

It’s the president’s most pointed defense to date of the centerpiece of his State of the Union message. The centerpiece: his health-care law. The speech’s subhead was, ""Moving Beyond Health Reform.” And that, to Republicans, was a giveaway: This president was about to use the bully pulpit to sell his health-care law to the American people, when",0.9688,0.4143557548522949
74,74,_ssd0_data_fast-llm_opt-13b__beam_1_,"Photo source for Barack Obama presidential campaign ""HOPE"" poster discovered Former Senator John Edwards (D-NC) endorsed former rival Barack Obama (D-IL) on Wednesday, another sign that the party establishment is embracing the"," Illinois Senator and is rallying around the presumptive Democratic presidential nominee.

John Edwards was Obama’s only real primary challenger and endorsed the Senator on the campaign trail, and Edwards is seen by some as the Democrat with the strongest shot to unseat George W. Bush.

Obama is leading Sen. John McCain (R-AZ) in national polling. He’s leading Sen. Hillary Rodham Clinton (D-NY) by over 25 percentage points, and Edwards endorsed the Illinois Senator",0.9577,0.6842236518859863
75,75,_ssd0_data_fast-llm_opt-13b__beam_1_,"Pakistani President signs bill to merge Federally Administered Tribal Areas with Khyber Pakhtunkhwa Location of Pakistan Collaborate! Three bombs were detonated near the U.S. consulate in Peshawar, the capital of the North-West"," Frontier Province. At least 27 people were injured and 11 cars and 10 shops destroyed, a Pakistani Interior Ministry official told the AFP.

Pakistani President Mamnoon Hussain signs the bill to merge Federally Administered Tribal Areas (FATA) with the Khyber Pakhtunkhwa, the northwestern region, on Dec. 25. Pakistan is to establish four provinces of Khyber Pakhtunkhwa, Baluchistan, Sindh, and Punjab and merge the Federally Administ",0.9841,0.6919056177139282
76,76,_ssd0_data_fast-llm_opt-13b__beam_1_,Djibouti says war with Eritrea is inevitable unless UN intervenes Location of Eritrea Collaborate! The government of Eritrea has accused four British men who were detained last December of espionage and terrorism.," Eritrean Information Minister Yemane Meskel claimed the men, all Eritreans, had entered Eritrea to organize armed rebellion, a charge Britain’s foreign office described as “preposterous.” Meskel did not give the four their due day in court and is demanding their unconditional extradition, the Eritrean Information Minister claimed in a series of posts on his official Facebook account on August 7, the Eritrean Information Ministry reported on Monday. Meskel did not",0.89879765,0.70338374376297
77,77,_ssd0_data_fast-llm_opt-13b__beam_1_,"Germany defeats Italy 6-5 on penalties Collaborate! On Thursday, World Champions Germany lost 2–0 to hosts France in the UEFA Euro 2016 semifinal. Antoine Griezmann scored both goals, netting six goals in"," the tournament, with Raphael Varane heading in a last minute consolation goal. Griezmann has won the golden boot ahead of Robert Lewandowski of Poland. This was a tight, cagey and closely fought encounter and in normal time the match finished goalless, after 120 minutes. There was little goalmouth action in normal time with chances at a premium, with Griezmann seeing the best of France in a second-half when the Atletico Madrid attacker fired just over from 25 yards",0.94772535,0.6505337953567505
78,78,_ssd0_data_fast-llm_opt-13b__beam_1_,"California to require large retailers to have gender-neutral toy sections from 2024 Collaborate! The Russian government has continued to hold all stock markets closed until Friday, including the MICEX and RTS exchanges."," In an unprecedented move, the Central Bank has decided to print rubles at will in an effort to prop up the plunging rouble, a decision that was criticized as illegal.",1.0,0.4188142716884613
79,79,_ssd0_data_fast-llm_opt-13b__beam_1_,"Bank of Scotland, Barclaycard, Co-operative Bank, Halifax, HSBC and John Lewis. The group say that not much technical skill is required for the attack, and suggested the equipment needed could be kept"," at a customer’s home and plugged in. The banks claim the malware does not leave a customer’s machine and the code does not leave their bank, and are keen to stress the malware has never been detected at the customer or the bank. They add the malware would have to be running for some time for a customer’s details to be at risk, as the payment terminal does not communicate with a computer for around one second, but this does leave customers open to social engineering",0.8939424,0.3813427686691284
80,80,_ssd0_data_fast-llm_opt-13b__beam_1_,"← April 9, 2006 April 11, 2006 → April 10 edit Monday, April 10, 2006 Hello and welcome to Audio Wikinews Newsbriefs, at 0900 UTC, April 10, 2006. Detroit woman dies after"," swallowing ecstasy. Detroit — A 20-year-old woman has died in the emergency room at Henry Ford Hospital in Detroit, two weeks after swallowing ecstasy, hospital officials said on Wednesday.

Detroit woman dies after swallowing ecstasy. April 10, 2006 A Detroit woman has died two weeks after ingesting the club drug Ecstacy, her mother told WWJ Radio on Wednesday. The Detroit Medical Examiner is performing an autopsy, and hospital officials would not give the victim’s name, only that",0.85624,0.5105361342430115
81,81,_ssd0_data_fast-llm_opt-13b__beam_1_,"Tuesday, March 15, 2005 A federal jury found Bernard Ebbers guilty on all nine counts in an indictment for fraud, conspiracy and false regulatory filings. The verdict was handed down by a"," 12-person jury. Ebbers and 13 of his subordinates at WorldCom had been on trial since early last week in New Orleans, La. Ebbers and WorldCom face up to 250 years in prison on all the counts, the Wall Street Journal reports. Ebbers has maintained his innocence from the outset and could receive as little as ten years. Ebbers could get ten years. Ebbers, 60, has been out on a $15 million personal recognizance bond, the New York Times",0.9737,0.48562508821487427
82,82,_ssd0_data_fast-llm_opt-13b__beam_1_,"00pm local time (1800 UTC). In remarks to News.am, Armenian Health Minister Armen Muradyan said six injured were transported to a local medical centre. One passenger was revealed to be pregnant, and"," is to give birth on Thursday, Muradyan added. The Armenian Health Minister added that a criminal case had been initiated into the crash, with an initial assessment concluding that a technical fault with the helicopter may have led to the incident. The Health Ministry stated that it is continuing to treat victims. The Investigative Committee has stated it has dispatched an investigative commission to the crash site to carry out an enquiry, with preliminary data showing the helicopter to have been destroyed upon hitting the ground. According to Murad",0.9655,0.5903449058532715
83,83,_ssd0_data_fast-llm_opt-13b__beam_1_,"Iranian Navy conducts drills in Strait of Hormuz External and Inter-wiki links Wikipedia article about Iran's nuclear program Wikipedia article about Iran and WMDs Monday, November 15, 2004 TEHRAN — Hassan Rowhani,"," a relative moderate within the conservative camp and the clear front-runner to win Iran’s presidential elections this Friday, called Sunday on his conservative rival, Mohsen Rezai, to enter into an honest and rational discussion to settle the deadlock and reach an understanding over their policies, IRNA news agency reported. Rowhani made the appeal to his conservative rival on the last day of the official campaigning, IRNA added. Rowhani is seen by the West as the front-runner, and Western",0.9868,0.4049273729324341
84,84,_ssd0_data_fast-llm_opt-13b__beam_1_,"US, South Korean special envoys explore reopening talks with North Korea at Seoul meeting Location of United States Collaborate! At least 400 homes have been evacuated in Sierra Madre near Los Angeles,"," and mandatory evacuations could expand, fire officials say.

President Donald Trump speaks as Vice President Mike Pence, second right, listens during an event with faith leaders in the Roosevelt Room of the White House, in Washington.

South Korea will stop propaganda broadcasts near the Demilitarised Zone ahead of an inter-Korean summit this month, its unification minister said, in what it sees as an important confidence building measure ahead of the talks.

President Moon Jae-in is to",0.973,0.5316640138626099
85,85,_ssd0_data_fast-llm_opt-13b__beam_1_,"""We believe that the Court of Appeal has righted a great injustice."" Prosecutor Nick Robinson is calling for a retrial based on a television interview with the ABC. The defence counsel has"," questioned the ABC's right to air the interview, as the appeal has not been concluded. The Crown alleges Ms Gobbo provided police information that led to the convictions of Carl Williams, Jason Moran, Robert Antico, Carl Williams associate Pasquale Barbaro, Mark Graham, Carl Williams's bodyguard Wayne Isaacs, Mark Graham, Pasquale Barbaro, Wayne Isaacs, Pasquale Barbaro and Carl Williams associate Wayne Isaacs. The convictions relate to a spate of underworld killings from",0.9138657499999999,0.6345153450965881
86,86,_ssd0_data_fast-llm_opt-13b__beam_1_,"Kenya troops enter Somalia after kidnappings Location of Somalia Collaborate! In ongoing clashes that started Tuesday in Somalia, Islamist rebels Al-Shabaab battled troops from the African Union's peacekeeping force, African Union Mission"," to Somalia. Kenyan forces crossed the border on Friday in an apparent show of force, Kenya's Defense Forces spokesman Cyrus Oguna told the AP. Kenyan Defense Forces spokesman Cyrus Oguna confirmed on Saturday that Kenya Defense Forces crossed the border on Friday, the AP reports. Kenya sent its forces across the border, it was the second such incursion, on Thursday in what Kenyan Defense Forces said was to repel al Shabaab, the Islamist militants behind a wave of kidnappings. Kenyan forces",0.7747923539399999,0.7302594780921936
87,87,_ssd0_data_fast-llm_opt-13b__beam_1_,Philippines' largest television network shut down by government Location of the Philippines Collaborate! The Philippines said yesterday it will take China to an arbitration tribunal under the United Nations Convention on the," Law of the Sea over what it says are vast expanses of submerged features, shoals, banks, ridges, reefs, pinnacles, atolls, shoals, banks and coral formations. In its decision, the Permanent Court of Arbitration ruled in favour of The Hague-based Permanent Court of Arbitration on July 12.

China calls ruling a sham China dismissed a ruling on a South China Sea territorial dispute brought before an international tribunal, calling the tribunal ""illegal"", and v",0.9168202881900002,0.4721871316432953
88,88,_ssd0_data_fast-llm_opt-13b__beam_1_,"100 tons of ivory burned in Africa; estimated at $250 million on black market Location of Kenya Collaborate! Sunday, May 1, 2016 Yesterday, over one hundred tons of ivory was burned in"," Nairobi National Park to draw attention to the crisis that threatens the future of Africa’s elephant populations.

A century of poaching, loss of habitat, and civil unrest are wiping out entire elephant herds, with populations down by an average of 60 percent. Poaching has risen ten-fold in the last ten years and the crisis threatens not just Africa’s elephant herds, but the survival of Africa’s rainforests, savannas, and coral reefs, the",0.942,0.4124308228492737
89,89,_ssd0_data_fast-llm_opt-13b__beam_1_,Australian Fair Work Commission rules that farm workers on piece rate entitled to minimum wage Collaborate! United States President George W. Bush addressed the nation on the economic financial crisis from inside," the Oval Office, exactly where he reported to Congress the selection to raise interest charges a person particular.one p.c, in excess of a person thirty day period in the present charge, in the direction of six.25 per cent, to include a far more potent impact on financial commitment, the place, as the White Property place, a far better charge was a single particular way the govt was functioning with the Fed, and a lot more central financial institutions, in excess of the relaxation of",0.9274503000000001,0.3236273229122162
90,90,_ssd0_data_fast-llm_opt-13b__beam_1_,Yellow jersey Rasmussen withdrawn More info from Wikipedia Tour de France 2007 Tour de France Prologue to Stage 10 Stage 11 to Stage 20 Sandy Casar of France has won stage 18," in the Tour de France and moved to third in the general classification, 46 seconds behind Floyd Landis (United States of America). Rasmussen of Denmark finished the stage in eleventh position and is in twelfth overall, 3:25 minutes behind Landis. Rasmussen, the current wearer of the yellow jersey, had to give up the leader’s jersey. Rasmussen is suffering from bronchitis. Rasmussen said, ""It’s too much. It’s bronchitis, the",0.9848,0.5455635190010071
91,91,_ssd0_data_fast-llm_opt-13b__beam_1_,"Molossia is a micronation, a self-declared and largely unrecognized country, one of dozens throughout the world. Molossia is unique among micronations in that we possess actual land, real terra firma upon which"," to build. Molossia was established on 1/1/1990 and was granted micronation status in 1997, recognized as the oldest micronation. Molossia was a sovereign micronation from 1990-2002. Molossia ceased to be sovereign from 2002 to 2018, and in 2019 Molossia has been recognized once more. The Molossian State was dissolved on 12/12/2002 and Molossia's micronation status was downgraded from Sovereign to Free City",0.9667,0.5386022329330444
92,92,_ssd0_data_fast-llm_opt-13b__beam_1_,"""It was a free and fair election, and Turkey remains an important ally of the U.S."" EU Enlargement Commissioner Olli Rehn said the government must move forward on reforms as EU entry"," negotiations loom

Brussels (AFP) – The European Commission urged Turkey on Sunday to stick with promised reforms on press freedoms, political pluralism, minority rights and fighting corruption in the run-up to snap presidential and parliamentary polls on August 10.

Turkey was admitted in 1987 and was due to hold general elections this Sunday. They have been brought forward after a corruption scandal saw the prime minister, premier, interior and economy ministers forced from office in December.

President Abdullah Gul",1.0,0.5639528036117554
93,93,_ssd0_data_fast-llm_opt-13b__beam_1_,"Sunday, March 6, 2005 Boeing's Launch Systems, Launch Services and Delta Program business units are to be allowed to bid once more for U.S. space launch contracts, the USAF has announced. Boeing"," won its sole Delta 2 rocket competition in 1992. Boeing is offering Delta II vehicles on an expendable launch vehicle configuration for its Evolved Expendable Launch Vehicle program, the USAF stated. Delta 2s, modified by the Delta Launch Vehicle Directorate in Huntington Beach, CA, could fly on Atlas IIAs. Delta II vehicles with strap-ons have flown on Titan I, Atlas I, Delta I, Atlas IIA, Atlas IIAS, Titan IAS, Titan IIAS, Delta IAS,",0.93020509,0.5857623815536499
94,94,_ssd0_data_fast-llm_opt-13b__beam_1_,"Bruselj euro slovenia.jpg On January 1 2007, Slovenia officially joined the Eurozone and adopted the euro as its new official currency. At the same time, Slovenian euro coins, which were available as"," legal tender from the year 2002, ceased to be in circulation and have not yet been replaced. The Slovenian koruna was also withdrawn from circulation, with a euro note of 1000 SEK (SEK being the old Slovenian currency) issued on that date, with the SEK to be withdrawn on September 30, 2009. Slovenia adopted the euro on the 1 January 2007 and entered the ERM II in 2001, on 1 October 2003 Slovenia applied the Stability and Growth Pact, the Exchange Rate",0.9875,0.763024091720581
95,95,_ssd0_data_fast-llm_opt-13b__beam_1_,"Wikinews interviews Lindsay Love, Tarwin Valley ward candidate in South Gippsland, Australia Collaborate! An international study, Awareness during Resuscitation experiment (Aware), will examine near-death experiences involving 1,500 cardiac arrest survivors in about"," 1,200 hospitals. It is an ambitious international trial. Tarwin Valley has the honour of hosting this world first clinical trial, being carried out in Tarwin Hospital. Collaborate is being coordinated by a multidisciplinary group of cardiologists, intensive care physicians, anesthetists, anaesthetists, physiotherapists, occupational therapists, respiratory therapists, speech language pathologists, dietitians, chaplains, spiritual advisers, palliative care clinicians, nursing, psychologists",1.0,0.530209481716156
96,96,_ssd0_data_fast-llm_opt-13b__beam_1_,"Wednesday, April 20, 2005 After several months in beta, Opera 8 for Windows and Linux was released yesterday. The Opera browser is considered by many to be fast, small and standards-compliant. Håkon"," Wium Lie, Opera Software’s CTO and one of the Opera browser’s inventors, believes Opera has what it takes to dethrone IE6:

Opera is the browser with the lowest memory usage. Opera has the best CSS layout engine, it renders CSS tables the fastest of all the browsers and is the first browser that renders tables consistently well. Opera is the browser that renders SVG’s, JavaScrip fonts, PNG images, GIF animations,",0.8438848892160001,0.6406775116920471
97,97,_ssd0_data_fast-llm_opt-13b__beam_1_,Former President of India Pranab Mukherjee dies aged 84 Collaborate! The world's last remaining female World War I (WWI) veteran Gladys Powers died on Friday age 109. She was also the last," known British Commonwealth veteran. Gladys died peacefully in the Royal Hallamshire Hospital, Sheffield, on Friday, May 12. Gladys served with the Auxiliary Territorial Service (ATS), an all-female organisation set up in 1915, to provide nursing to British forces on the Western Front in France, Belgium, Italy, Serbia, Montenegro, Macedonia, Salonika, Mesopotamia, Persia, Mesopota, Mesopotamia and Mesopotaia. Gladys, a great",1.0,0.5439528226852417
98,98,_ssd0_data_fast-llm_opt-13b__beam_1_,"Wednesday, October 7, 2009 Two and a half million people have been displaced and over 250 people were killed following the heaviest flooding to hit southern India in a hundred years. Karnataka"," is one of the most badly hit states and relief and rescue work has been stepped up, as water levels begin to fall in the worst-hit districts of Bellary, Yadgir, Raichur, Gulbarga, Yadgir, Chamrajanagara, Hassan, Dakshina Kannada, Mandya, Ramanagaram, Kodagu, Chamarajanagara, Chikkaballapura, Ramanagar, Udupi, Dakshina",1.0,0.765380859375
99,99,_ssd0_data_fast-llm_opt-13b__beam_1_,"Wikinews interviews Les Harmer, South Gippsland local election candidate Location of Australia Collaborate! Australian networks Seven and Ten have been reprimanded by broadcast regulators the Australian Communications and Media Authority (ACMA) for"," running the wrong candidate information. ACMA ruled the networks broke a code that states a political advertisement should identify who was standing in an election, the electorate the candidate is standing for, the relevant voting dates, the closing hours and polling booth numbers, the ACMA said on Thursday. ACMA ruled the advertisements on November 10 were in breach of the Code, the ACMA said. ACMA has taken no enforcement action, the ACMA said, as Seven and Ten have withdrawn the ads, amended the",0.9387175000000001,0.653022825717926
