,text_id,model_description,prompt,generated_text,diversity,coherence
51,51,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"""At this very moment, Tibetans are facing the most severe and violent repression they have seen in decades at the hands of the Chinese government, and we have taken nonviolent action at"," the request of the Tibetan people to draw attention to this situation,"" said Tenzin Tsundue, a Tibetan American who was arrested in 2008 for protesting the Chinese government's policies in Tibet.

""We are not asking for anything more than the right to speak out against the Chinese government's policies in Tibet,"" Tsundue said. ""We are not asking for anything more than the right to be able to practice our religion freely. We are not asking for anything more than the right to be",0.4214375999999999,0.6362440586090088
52,52,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"59 pm CDT (UTC-5) after having been shot earlier this morning. ""He [the gunman] came in and went into this office and started shooting,"" said police Lt. Terry Hastings, speaking to reporters"," at the scene.

The gunman, who was not identified, was killed by police.

The shooting took place at the Capital Gazette, a newspaper in Annapolis, Maryland.

The newspaper's offices are located in the building that also houses the offices of the Maryland State House.

The shooting took place in the newsroom of the Capital Gazette, a newspaper in Annapolis, Maryland.

The newspaper's offices are located in the building that also houses the offices of",0.32780688866799995,0.570830762386322
53,53,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Pakistani President signs bill to merge Federally Administered Tribal Areas with Khyber Pakhtunkhwa Location of Pakistan Collaborate! Pakistani security forces, aided by artillery and tanks killed 38 Taliban insurgents today in two"," separate operations in the country's northwest, the military said.

The military said in a statement that the operations were carried out in the North Waziristan tribal region, where the army has been battling the Taliban for years.

The military said the first operation was carried out in the Shawal Valley, where the army killed 18 insurgents. The second operation was in the Boya area, where the army killed 12 insurgents.

The military said the operations were carried out in response",0.558233741898,0.6294260025024414
54,54,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"The U.S. Food and Drug Administration are currently collecting samples of all non-meat items including cilantro, cheddar cheese, blended cheese, green onions, yellow onions, tomatoes, and lettuce. A man from Pennsylvania became"," the first person to be diagnosed with the E. coli O157:H7 infection after eating romaine lettuce.

The man, who is in his 60s, was hospitalized after he started experiencing bloody diarrhea. He was diagnosed with the infection on April 19. The man is now recovering at home.

The FDA is currently investigating the source of the contamination. The agency is also working with the Centers for Disease Control and Prevention to determine the source of the outbreak.

The FDA",0.8738975452350001,0.5465079545974731
55,55,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"00 p.m. EDT (UTC-4) the Animal rights group People for the Ethical Treatment of Animals (PETA) staged a ""naked"" protest in White Plains, New York. The target of the protest was British"," clothing retailer Topshop, which sells a line of clothing called ""Topshop Unique."" The line includes a ""naked"" dress called the ""Naked Dress,"" which is a dress that is made entirely of lace. The dress is designed to be worn without underwear.

The protest was staged by PETA's ""naked"" model, who was wearing a ""naked"" dress made of lace. The model was also wearing a sign that read, ""Topshop: Stop Selling Naked",0.9002315,0.5615361928939819
56,56,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Friday, December 10, 2004 OSLO — The 2004 Nobel Peace Prize was awarded today to Dr Wangari Maathai from Kenya. She is the first African woman to win the Peace prize, and"," the first woman from East Africa.

The Nobel Committee said that Dr Maathai had ""worked for many years to promote the right of women to participate in peace-building and to defend the environment.""

The committee said that Dr Maathai had ""worked for many years to promote the right of women to participate in peace-building and to defend the environment.""

Dr Maathai, who is the first woman from East Africa to win the prize, is the founder of",0.28423400682600003,0.6825381517410278
57,57,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"That’s a good question. I started writing in a vacuum just for myself and I didn’t have a lot of feedback, and I thought that what I’m saying has been said so"," many times before. But I’m glad I did it. I’m glad I’m doing it. I’m glad I’m sharing it.

I’m glad I’m sharing it.

I’m glad I’m sharing it.

I’m glad I’m sharing it.

I’m glad I’m sharing it.

I’m",0.075219646752,0.22488915920257568
58,58,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Monday, July 20, 2009 A civilian helicopter chartered by NATO has crashed while taking off from Kandahar International Airport in Afghanistan, killing sixteen. The Mil Mi-8 did not come under enemy fire."," The crash is under investigation.

Monday, July 13, 2009 A U.S. Army helicopter crashed in eastern Afghanistan, killing all five crew members. The AH-64 Apache helicopter was on a routine training mission when it crashed in the Panjwai district of Kandahar province. The cause of the crash is under investigation.

Monday, July 6, 2009 A U.S. Army helicopter crashed in eastern Afghanistan, killing all five crew members. The AH-64 Apache helicopter",0.36633831093599994,0.6786640882492065
59,59,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Wednesday, February 22, 2006 Barbara Kathleen Higgs, 43, a manager of the Bulan Baru (New Moon) resort on the Indonesian island of Lombok has been charged with possession of cannabis and could"," face up to 10 years in prison.

Higgs was arrested on February 14, 2006, after a police raid on the resort. The police found a small amount of cannabis in her room.

Higgs was released on bail on February 16, 2006, and is scheduled to appear in court on March 8, 2006.

Higgs is the second person to be charged with possession of cannabis in Lombok in the past two months.

On January 31, 2006, a",0.9329411699999999,0.7442054748535156
60,60,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Tuesday, January 30, 2007 The United States House Committee on Oversight and Government Reform held a hearing today on the accusation that the Bush Administration had interfered with data regarding climate change",". The hearing was called by the committee's chairman, Henry Waxman, and was attended by a number of scientists and other experts.

The hearing was called in response to a letter sent by the Union of Concerned Scientists (UCS) to the committee on January 17, 2007. The letter was signed by more than 100 scientists and other experts, including many who had been involved in the IPCC. The letter accused the Bush Administration of interfering with the IPCC's work, and of attempting to",0.868172382,0.6606130003929138
61,61,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"00 a.m. local time. No one was injured or killed, but the blast shattered windows in buildings and destroyed about 30 vehicles surrounding the blast zone. A nearby railway line and a"," bridge were also damaged.

The explosion was caused by a car bomb, according to the police.

The blast occurred in the center of the city, near the main square, the police said.

The police said they had detained a suspect.

The blast comes a day after a suicide bomber blew himself up in the city, killing at least five people and wounding more than 20.

The Islamic State (IS) militant group claimed responsibility for the attack.

",0.9595,0.602177619934082
62,62,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Thursday, March 17, 2005 A letter and motion to be debated by Italian Parliament this week calls for action to address speculative bubbles and potential future financial crashes in the global economy."," The letter, signed by more than 100 parliamentarians, is addressed to the President of the Italian Senate, the President of the Italian Chamber of Deputies, and the President of the Italian Central Bank. The letter is also addressed to the President of the European Parliament.

The letter, which is being debated in the Italian Parliament this week, calls for the establishment of a European Financial Stability Fund (EFSF) to help stabilize the European economy in the event of a future financial crash. The",0.620276055,0.7438051700592041
63,63,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"France, Uruguay send Argentina, Portugal home Location of Argentina Collaborate! In the early hours of Thursday July 15, Argentina's senate approved legislation that legalized same-sex marriage nationwide, making it the first country"," in Latin America to do so. The bill was passed by a vote of 38 to 29, with one abstention. The bill was approved by the lower house of congress in December. The law will take effect in 30 days. The law will allow same-sex couples to marry, adopt children, and have the same rights as heterosexual couples. The law will also allow same-sex couples to form civil unions. The law will also allow same-sex couples to form civil unions. The law will",0.510075648,0.6809636354446411
64,64,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Thursday, May 18, 2006 Prime Minister of Nepal, Giriraj Koirala proposed in Parliament a resolution which is aimed at drastically curtailing the monarch's powers. According to the resolution, the King will be"," able to exercise his powers only in the areas of foreign affairs, defence and security. The King will also be able to appoint and dismiss ministers and other officials. The King will also be able to dissolve Parliament. The King will also be able to appoint and dismiss ministers and other officials. The King will also be able to dissolve Parliament. The King will also be able to appoint and dismiss ministers and other officials. The King will also be able to dissolve Parliament. The King will also be able to appoint",0.04934464012799999,0.585069477558136
65,65,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,This is going to be the first female medal that India would have ever won in Paralympics and as it is I'm working aggressively towards transforming this entire concept of empowerment for," women in India.

""I am very happy that I have been able to do this for my country and I am very proud of it. I am very happy that I have been able to do this for my country and I am very proud of it.

""I am very happy that I have been able to do this for my country and I am very proud of it. I am very happy that I have been able to do this for my country and I am very proud of",0.029726280756,0.602462649345398
66,66,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Wednesday, February 16, 2005 On Sunday, February 6, 2005 the police officer Luiz Pereira da Silva was murdered inside a MST camp in the Brazilian city of Quipapá, Pernambuco. His colleague, police"," officer Carlos Alberto de Oliveira, was also murdered. The two were shot by a group of armed men who entered the camp and opened fire. The police officers were on duty at the camp to prevent the MST from occupying the land. The MST is a peasant organization that has been fighting for land reform in Brazil for over 40 years. The MST is a member of the International Peasant Movement (MIP). The MIP is a global network of peasant organizations that are fighting for land",0.8951648469719999,0.5006190538406372
67,67,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Germany bans Mahan Air of Iran, citing 'security' Location of Syria Collaborate! Former Syrian minister of defense General Ali Habib has reportedly defected to Turkey. The Syrian government denies the reports; United"," States officials say they are not aware of any such defection.

The German government has banned the Iranian airline Mahan Air from operating in the country, citing security concerns.

The German government said in a statement that the airline was ""not suitable for the security of passengers and flight operations.""

The decision was made by the German Federal Office for Civil Aviation (LBA) and the German Federal Police (BKA).

The LBA said that the decision was based on",0.8965066300000001,0.667698860168457
68,68,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"3,728 measles cases have been reported since the outbreak with 198 recorded in the last 24 hours. To date, 53 measles related deaths have been recorded. Since the Mass Vaccination Campaign on"," April 27, 2019, the number of cases has increased by more than 1,000 cases.

The Ministry of Health and Child Care has since urged parents to ensure that their children are vaccinated against measles.

“The Ministry of Health and Child Care is urging parents to ensure that their children are vaccinated against measles. The Ministry is also appealing to parents to ensure that their children are vaccinated against measles. The Ministry is also appealing to parents to ensure that their children are vaccinated against measles.",0.183800873268,0.5861260890960693
69,69,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Real Madrid agrees with Chelsea FC to sign goalkeeper Thibaut Courtois Collaborate! On Tuesday, Dutch football winger and captain Arjen Robben announced retirement from international play after Netherlands failed to qualify for"," the 2018 World Cup. The 35-year-old Robben, who has scored more than 100 goals for the Netherlands, said he was ""sad"" to be leaving the national team. ""I have been thinking about this for a while. I have been thinking about it for a while. I have been thinking about it for a while. I have been thinking about it for a while. I have been thinking about it for a while. I have been thinking about it for a while.",0.1348126842,0.47080034017562866
70,70,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Tuesday, April 10, 2007 The Australian state of New South Wales (NSW) launched its latest anti-cannabis campaign in Sydney today. The campaign, which specifically targets 14 to 19 year-olds aims to reduce"," the number of young people who use cannabis. The campaign, which is being run by the NSW Department of Health, is based on the premise that young people who use cannabis are more likely to use other drugs. The campaign is based on the premise that young people who use cannabis are more likely to use other drugs. The campaign is based on the premise that young people who use cannabis are more likely to use other drugs. The campaign is based on the premise that young people who use cannabis are more likely",0.072776513376,0.6546803116798401
71,71,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Friday, March 30, 2007 Today, several trade unions and women's organisations organised actions in public places and companies all over Belgium to promote equal pay for women. Volunteers handed out flyers about"," the issue and handed out leaflets to the public.

The action was organised by the Belgian trade union federation UGTT, the Belgian women's organisation FEMEN and the Belgian trade union federation CNE.

The action was also supported by the Belgian trade union federation CNE, the Belgian women's organisation FEMEN and the Belgian trade union federation UGTT.

The action was organised by the Belgian trade union federation UGTT, the Belgian women's organisation FEM",0.17360495553600003,0.7045019865036011
72,72,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"""We have full confidence in the medical team and know that they will do everything possible to ensure [his] recovery"". The statement did not disclose more detail than the request from President"," Trump for prayers.

The president's physician, Sean Conley, said in a statement that the president was ""doing very well"" and that he would be ""returning to the White House later today"".

The president's physician, Sean Conley, said in a statement that the president was ""doing very well"" and that he would be ""returning to the White House later today"".

The president's physician, Sean Conley, said in a statement that the president",0.09477755704900002,0.5711913108825684
73,73,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"""I have to tell you, this president has guts and he deserves your support."" He reserved specific criticism for his fellow Congress leaders, saying that while they are ""moaning and groaning in"," the back room,"" Trump is ""out there fighting for you.""

""I'm not going to sit here and tell you that I agree with everything the president has done,"" Ryan said. ""I don't. But I will tell you this: The president is trying to do the right thing for the country.""

Ryan's comments come as the House GOP is struggling to pass a health care bill that would repeal and replace Obamacare. The bill has been pulled from the floor twice, and",0.9873,0.562984824180603
74,74,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Photo source for Barack Obama presidential campaign ""HOPE"" poster discovered Former Senator John Edwards (D-NC) endorsed former rival Barack Obama (D-IL) on Wednesday, another sign that the party establishment is embracing the"," Illinois senator as the presumptive nominee.

Former Senator John Edwards (D-NC) endorsed former rival Barack Obama (D-IL) on Wednesday, another sign that the party establishment is embracing the Illinois senator as the presumptive nominee.

Edwards, who dropped out of the race in January, said in a statement that he was endorsing Obama because he was the candidate who could best defeat John McCain in November.

""I believe that Barack Obama is the best candidate to defeat John McCain",0.8127084841550001,0.7654144763946533
75,75,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Pakistani President signs bill to merge Federally Administered Tribal Areas with Khyber Pakhtunkhwa Location of Pakistan Collaborate! Three bombs were detonated near the U.S. consulate in Peshawar, the capital of the North-West"," Frontier Province, on Monday, killing at least three people and wounding more than 20. The attack was claimed by the Pakistani Taliban. The consulate was closed at the time of the attack. The Pakistani Taliban have been waging a campaign of violence against the government and the military in recent years. The group has also been blamed for a series of attacks on the U.S. Consulate in Karachi, the capital of Sindh Province, in recent months. The Pakistani Taliban are a militant group that seeks to",0.9527284,0.6056784391403198
76,76,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Djibouti says war with Eritrea is inevitable unless UN intervenes Location of Eritrea Collaborate! The government of Eritrea has accused four British men who were detained last December of espionage and terrorism.," The four men, who are all in their 20s, were arrested in the capital, Asmara, on December 15. They were accused of being members of the TPLF, a rebel group that has been fighting the government of Eritrea since 1998. The four men, who are all in their 20s, were arrested in the capital, Asmara, on December 15. They were accused of being members of the TPLF, a rebel group that has been fighting the government",0.16453535622000004,0.6781993508338928
77,77,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Germany defeats Italy 6-5 on penalties Collaborate! On Thursday, World Champions Germany lost 2–0 to hosts France in the UEFA Euro 2016 semifinal. Antoine Griezmann scored both goals, netting six goals in"," the tournament. The French will face Portugal in the final on Sunday.

The German team was the favorite to win the tournament, but they were unable to overcome the French. The match was a tight affair, with both teams creating chances. The first half was a bit dull, with both teams struggling to create chances.

The second half was a different story, with both teams creating chances. The match was a bit more open, with both teams creating chances. The first half of extra",0.5291178795,0.5523420572280884
78,78,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"California to require large retailers to have gender-neutral toy sections from 2024 Collaborate! The Russian government has continued to hold all stock markets closed until Friday, including the MICEX and RTS exchanges."," The move comes after the country's central bank said it would not be able to meet its inflation target this year. The bank said it would not be able to meet its inflation target this year. The bank said it would not be able to meet its inflation target this year.
California to require large retailers to have gender-neutral toy sections from 2024
California will require large retailers to have gender-neutral toy sections in their stores starting in 2024, under a new law signed by Gov. Gavin News",0.2289251594,0.5777702927589417
79,79,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Bank of Scotland, Barclaycard, Co-operative Bank, Halifax, HSBC and John Lewis. The group say that not much technical skill is required for the attack, and suggested the equipment needed could be kept"," in a backpack.

The group said that the attack was not a ""one-off"" and that it was ""just the beginning"".

""We are not going to stop here,"" the group said. ""We will continue to attack the UK banking system until we are satisfied that the banks have taken the necessary steps to protect their customers.""

The group said that it had been in contact with the Metropolitan Police and the National Crime Agency, but that it had not yet been contacted",0.8649190557,0.5278594493865967
80,80,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"← April 9, 2006 April 11, 2006 → April 10 edit Monday, April 10, 2006 Hello and welcome to Audio Wikinews Newsbriefs, at 0900 UTC, April 10, 2006. Detroit woman dies after"," being shot in the head by her husband.

A woman in Detroit, Michigan, died after being shot in the head by her husband.

The woman, who was in her 40s, was shot in the head by her husband, who then turned the gun on himself.

The woman was taken to a hospital, where she died.

The incident happened at a home in the area of West McNichols and West Warren.

The woman's name has not",0.6279760072570001,0.32249194383621216
81,81,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Tuesday, March 15, 2005 A federal jury found Bernard Ebbers guilty on all nine counts in an indictment for fraud, conspiracy and false regulatory filings. The verdict was handed down by a"," jury in the U.S. District Court for the Southern District of New York.

The jury found that Ebbers and his co-conspirators engaged in a massive scheme to defraud investors, employees and customers of WorldCom, Inc. (NYSE: WC) by misrepresenting the company's financial condition and the company's ability to meet its financial obligations.

The jury also found that Ebbers and his co-conspirators engaged in a scheme to defraud the U",0.654821061284,0.43364840745925903
82,82,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"00pm local time (1800 UTC). In remarks to News.am, Armenian Health Minister Armen Muradyan said six injured were transported to a local medical centre. One passenger was revealed to be pregnant, and"," was taken to a hospital in Yerevan.

The bus was travelling from Yerevan to the town of Kapan, in the Syunik Province, when it crashed into a truck.

The driver of the truck was also injured in the crash.

The bus was carrying around 50 passengers, according to Muradyan.

The cause of the crash is not yet known.

The bus was travelling from Yerevan to the town of Kapan,",0.62109576568,0.5976962447166443
83,83,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Iranian Navy conducts drills in Strait of Hormuz External and Inter-wiki links Wikipedia article about Iran's nuclear program Wikipedia article about Iran and WMDs Monday, November 15, 2004 TEHRAN — Hassan Rowhani,"," the new president of Iran, said Monday that his country would not be the first to use nuclear weapons, but that it would not hesitate to use them if attacked.

""We will not be the first to use nuclear weapons, but if we are attacked, we will not hesitate to use them,"" Rowhani said in a speech to the Iranian parliament.

Rowhani, who was elected last week, said Iran would not be the first to use nuclear weapons, but that it would not",0.39965939999999994,0.5337978601455688
84,84,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"US, South Korean special envoys explore reopening talks with North Korea at Seoul meeting Location of United States Collaborate! At least 400 homes have been evacuated in Sierra Madre near Los Angeles,"," California, as a wildfire continues to burn.

The fire, which started on Saturday, has burned more than 7,000 acres and is only 5 percent contained.

The fire is threatening the city of Pasadena, which is home to the Rose Bowl and the Tournament of Roses Parade.

The fire is also threatening the Ronald Reagan Presidential Library and Museum, which is located in Simi Valley, California.

The library tweeted that it is ""safe and sound"" and that it",0.93391955,0.4685248136520386
85,85,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"""We believe that the Court of Appeal has righted a great injustice."" Prosecutor Nick Robinson is calling for a retrial based on a television interview with the ABC. The defence counsel has"," said that the interview was not relevant.

The prosecution has called for a retrial of the case against the former police officer accused of murdering the British backpacker, Grace Millane.

The Crown says the jury was misled by the defence and that the interview with the ABC's 7.30 program was not relevant.

The defence says the interview was not relevant and that the jury was not misled.

The jury has been discharged and the case will be heard again in the",0.71826074522,0.7340385317802429
86,86,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Kenya troops enter Somalia after kidnappings Location of Somalia Collaborate! In ongoing clashes that started Tuesday in Somalia, Islamist rebels Al-Shabaab battled troops from the African Union's peacekeeping force, African Union Mission"," in Somalia (AMISOM), and Kenyan forces. The fighting has left at least 20 people dead, including civilians, and more than 100 injured. The fighting is the latest in a series of clashes between the two sides. Al-Shabaab has been fighting to overthrow the Somali government and impose a strict version of Islamic law. The group has been blamed for a series of attacks in Kenya, including the Westgate Mall attack in 2013 that left 67 people dead. The group has also been blamed",0.9027525,0.7487236261367798
87,87,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Philippines' largest television network shut down by government Location of the Philippines Collaborate! The Philippines said yesterday it will take China to an arbitration tribunal under the United Nations Convention on the," Law of the Sea (UNCLOS) over the South China Sea dispute. The Philippines' largest television network, ABS-CBN, was shut down by the government yesterday. The network was ordered to stop broadcasting after its 25-year franchise expired. The network's chief executive said the shutdown was ""a clear case of political persecution."" The network has been critical of the government. The shutdown comes as the Philippines is in the middle of a presidential election. The network's chief executive said the shutdown",0.8268300864,0.7527757883071899
88,88,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"100 tons of ivory burned in Africa; estimated at $250 million on black market Location of Kenya Collaborate! Sunday, May 1, 2016 Yesterday, over one hundred tons of ivory was burned in"," Nairobi, Kenya. The ivory was burned in a ceremony that was attended by the President of Kenya, Uhuru Kenyatta, and the President of the African Union, Nkosazana Dlamini Zuma. The ivory was burned in a ceremony that was attended by the President of Kenya, Uhuru Kenyatta, and the President of the African Union, Nkosazana Dlamini Zuma. The ivory was burned in a ceremony that was attended by the President of",0.072917590746,0.608681321144104
89,89,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Australian Fair Work Commission rules that farm workers on piece rate entitled to minimum wage Collaborate! United States President George W. Bush addressed the nation on the economic financial crisis from inside," the Oval Office of the White House on September 15, 2008. The President said that the financial crisis was the result of a ""perfect storm"" of events, including the collapse of the housing market, the credit crunch, and the collapse of the stock market. He said that the crisis was the result of a ""perfect storm"" of events, including the collapse of the housing market, the credit crunch, and the collapse of the stock market. He said that the crisis was the result of a """,0.15539451999999998,0.3819130063056946
90,90,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Yellow jersey Rasmussen withdrawn More info from Wikipedia Tour de France 2007 Tour de France Prologue to Stage 10 Stage 11 to Stage 20 Sandy Casar of France has won stage 18," of the Tour de France.

The stage was won by Sandy Casar of France.

The stage was won by Sandy Casar of France.

The stage was won by Sandy Casar of France.

The stage was won by Sandy Casar of France.

The stage was won by Sandy Casar of France.

The stage was won by Sandy Casar of France.

The stage was won by Sandy Casar of France.

The",0.007643600000000003,0.727847158908844
91,91,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Molossia is a micronation, a self-declared and largely unrecognized country, one of dozens throughout the world. Molossia is unique among micronations in that we possess actual land, real terra firma upon which"," to build our nation.

The land of Molossia is a small island in the Pacific Ocean, a mere speck of land in the vastness of the Pacific. The island is uninhabited, and is not claimed by any other nation.

The island is a mere two hundred miles from the coast of Japan, and is a mere two hundred miles from the coast of China.

The island is a mere two hundred miles from the coast of Japan, and is a",0.32968516499999995,0.5402454137802124
92,92,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"""It was a free and fair election, and Turkey remains an important ally of the U.S."" EU Enlargement Commissioner Olli Rehn said the government must move forward on reforms as EU entry"," talks are due to start in June.

""We are ready to work with the new government,"" he said.

The EU has been a key supporter of Turkey's bid to join the bloc, but the EU's executive Commission has warned that the country must make progress on reforms before it can start accession talks.

The EU has been concerned about the erosion of democracy and human rights in Turkey, and the EU's foreign policy chief Catherine Ashton said the EU would continue to monitor",0.9150641955,0.7222299575805664
93,93,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Sunday, March 6, 2005 Boeing's Launch Systems, Launch Services and Delta Program business units are to be allowed to bid once more for U.S. space launch contracts, the USAF has announced. Boeing","'s bid for the Air Force's Evolved Expendable Launch Vehicle (EELV) program was rejected in December 2004, but the USAF has now decided to allow Boeing to bid again. The USAF has also decided to allow Lockheed Martin to bid again for the EELV program. The USAF has also decided to allow Orbital Sciences Corporation to bid again for the EELV program. The USAF has also decided to allow United Launch Alliance to bid again for the EELV program. The USAF has",0.29970107999999995,0.7583196759223938
94,94,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Bruselj euro slovenia.jpg On January 1 2007, Slovenia officially joined the Eurozone and adopted the euro as its new official currency. At the same time, Slovenian euro coins, which were available as"," of January 1, 2007, were also introduced.

Slovenia is the first country in the former Yugoslavia to adopt the euro. The country's adoption of the euro was a result of the country's successful economic reforms and its membership in the European Union.

The euro is the currency of 19 European Union member states, including Slovenia. The euro is also used in the European Free Trade Association (EFTA) countries, which include Iceland, Liechtenstein, Norway and Switzerland",0.87896602,0.8576403856277466
95,95,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Wikinews interviews Lindsay Love, Tarwin Valley ward candidate in South Gippsland, Australia Collaborate! An international study, Awareness during Resuscitation experiment (Aware), will examine near-death experiences involving 1,500 cardiac arrest survivors in about"," 20 countries. The study will be conducted by the University of Melbourne and the University of Oxford. The study will be conducted in Australia, Brazil, Canada, China, France, Germany, India, Italy, Japan, Mexico, the Netherlands, New Zealand, Poland, Russia, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States. The study will be conducted in Australia, Brazil, Canada, China, France, Germany, India, Italy, Japan, Mexico, the",0.36067389203999994,0.35762545466423035
96,96,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Wednesday, April 20, 2005 After several months in beta, Opera 8 for Windows and Linux was released yesterday. The Opera browser is considered by many to be fast, small and standards-compliant. Håkon"," Wium Lie, the Opera CEO, said that the company has been working on the new version for the past year. The new version is based on the same code base as Opera 7.5, but has been completely rewritten. Opera 8 is available for Windows and Linux. The company is also working on a version for the Mac. Opera 8 is available for download from the Opera website.",0.7541846625,0.6515677571296692
97,97,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,Former President of India Pranab Mukherjee dies aged 84 Collaborate! The world's last remaining female World War I (WWI) veteran Gladys Powers died on Friday age 109. She was also the last, surviving member of the Women's Royal Naval Service (WRNS). Powers was born in London in 1909 and joined the WRNS in 1917. She was the first woman to be commissioned as a sub-lieutenant in the WRNS. Powers was a member of the WRNS for more than 30 years and was promoted to the rank of lieutenant commander. She was also the first woman to be awarded the WRNS Long Service and Good Conduct Medal. Powers was also the first woman to be awarded the WR,0.601727175588,0.44501298666000366
98,98,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Wednesday, October 7, 2009 Two and a half million people have been displaced and over 250 people were killed following the heaviest flooding to hit southern India in a hundred years. Karnataka",", Kerala and Tamil Nadu have been the worst affected states.

The floods have caused extensive damage to crops, livestock and infrastructure. The Indian government has declared a state of disaster in the affected areas.

The floods have also affected the lives of millions of people in the region. The Indian government has set up relief camps and is providing food, water and medical aid to the affected people.

The floods have also affected the lives of millions of people in the region. The Indian government",0.486746953616,0.7597159147262573
99,99,_ssd0_data_fast-llm_opt-13b__beam_1_no_cont,"Wikinews interviews Les Harmer, South Gippsland local election candidate Location of Australia Collaborate! Australian networks Seven and Ten have been reprimanded by broadcast regulators the Australian Communications and Media Authority (ACMA) for"," airing a political advertisement for the Liberal Party of Australia (LPA) during the 2010 South Gippsland by-election.

The advertisement, which was aired on the Seven Network on the evening of Saturday, May 15, 2010, was a 30-second spot that featured a voiceover by Liberal Party leader Tony Abbott.

The advertisement was a response to a similar advertisement aired by the Labor Party of Australia (LPA) on the Nine Network on the same evening.

",0.82362149406,0.6049460172653198
